id,content,label_e,label_n
27060.7,"also also also, i fax my list(s) to the neurologist a few days before the appt so she can review it when i come in.  They are stretched for time and I am pretty certain the dr will not be able to go through your pages entirely during the appt.
Then, to err on the safe side, fax it the night before the appt again in case the doctor has the original in a stack somewhere 
yes, you really have to edit and make you list more condensed; can some of the symptoms go together in one bullet point?
Try bullet points as opposed to sentances.  EX:  mom talks jibberish 90 percent of the time but can come up with profound comments periodically.
Get the top five on the top.  
Note any agitation; sundowning, pain, *the fuzzy"" brain you described, gaining/losing weight/eating pattern/intake
One bullet point could list all the things that he seems no longer able to do (this will help the doctor determine the stage)
I don't know if you want him to go to his exercise class the fumble there in front of everyone,  just a thought.
Good luck and please keep us posted,  ",1,1
44140.28,"I was so engrossed in these posts that I forgot all about the potato soup cooking on the stove.  I ran in the kitchen and found it had curdled--what a mess.  I guess we're having something else for dinner.  Sher I too have been where you are now.  I've had the panic attacks when I couldn't breathe or function.  I finally had a breakdown, rescued by an antidepressant, these boards, and a therapist.  From the beginning, my husband thought of me as the enemy.  He's angry, nasty and a bit violent with me, but fine with our children.  He doesn't know their names, but he still treats them well.  Some of us seem to have sweet partners and some have angry ones.  Bob starts on Zoloft next week, I hope it will take the edge off.  You need to care for yourself in all of this, so go to your own doctor and have yourself checked out.  For me, it got easier to care for my husband, not sure whether or not I adjusted or meds helped or just talking about it helped.  You will find your way through this and venting about it here will make the load a little lighter.  ",0,1
9316.6,How about a cold beer on tap? And a shave and a haircut to go with it. I always have trouble getting away for a haircut and recently been to exhausted to even bother shaving regularly.,0,1
48755.7,"My father had gotten to the point where he was sleeping a lot, and eating less.  Totally bed bound and incontinent.  The last night I was with him I walked into his room, and he appeared to have trouble breathing, actually sounded like he was gargling.  Hospice was called, but he stopped making that noise before they came.  After that I noticed in his dimly lit room that he was becoming paler and paler and his breathing was becoming shallow.  I knew he would die, and soon, but the nurse assured me he would ""sleep it off"".  I left his room at 9:30 pm and by the time I got home 30 minutes later, I got the call that he passed.  I think he waited for me to leave so he could leave as well.
My husband had the same experience with his mother, she was in bed, unconscious due to being on constant morphine medication, and she started the gargling breathing.  He alerted the nurses at the hospice center who assessed her and confirmed that she was in ""death-rattle"" phase.  When she came out of it, she passed within the hour.",0,1
46398.7,"sad hubby wrote
Thanks to Bob for the referral.  I'll check into that service.
  Thanks to Quits for the idea about cards to wait staff, etc....
Sad Hubby,

You can connect to the MedicAlert +Safe Return program through the Alzheimer's Association.  Just go to Alz.Org, on menu bar go to ""We Can Help"" and click on ""Safety Center"" on drop down menu, page down to ""Location Management"".  MedicAlert + Safe Return is in that section.


Remember, we're all in the same boat; and the darn thing leaks!

Bob  ",1,1
11564.6,"Prayers/positive vibes/thoughts all coming your way, KellyJ.  Reading about your mother-in-law's situation has always left me feeling pins and needles-ish -- and I'm just a stranger on a message board.  I can't imagine the stress this has caused you, your husband and the other family members.  She is a vulnerable adult and you and your husband are doing the right thing at the right time.",1,0
6544.5,"i would start looking for another place to live.  Because evenutally she well have to be in a NH and her house will pay for it, unless you somehow manage to get a POA and live there and care for her long even to get the house, which btw I think you will have earned.  Oh and I am one to velieve that sometimes they DO know what they are saying, especially when they pick and choose what to be mad over. 
At this point protect yourself, do what you need to do for her, but don't make yourself crazy.  She is not your responsibility for the long run.  I know that makes me a mean person, but I can bet you she was like this before, this isn't a sudden oh disease.
 ",0,1
12419.5,"Hey King Boo:
El Correcto Mundo. Follow us and they cannot go wrong. ",0,1
34117.6,"It's amazing with all they have lost that they can be so creative in their stories. I used to be upset over by my wife's missteps when conversing with friends and family that know she is making these thing up, but now I just roll with it. It's better for her to have memories of some past that never happened than no memories at all. I wonder if they will find a link between being an unfulfilled author and Alzheimer's!  Her ""recollections"" are so detailed and vivid I sometimes find myself doubting if my memory of past events is accurate. One benefit is there were several incidents in her remote past that were painful for my wife to recall. In the early stages of her dementia she seemed to focus on these memories almost to obsession for days. It wasn't pleasant. Now these have been replaced with happier memories that cause her no distress.",0,1
44767.9,"I need a mom for me too.  Today husband got up early after going to bed late.  When he gets up early he paces and gets into things.  I finally took him for a drive to stop all the fuss.  As soon as we walk in the door he starts again.  He goes to the basement and turns on every light.  Then he does not know why he is there so he comes back up leaving on all the lights.  I have gone done several times and turned off all the lights just for him to go back down and do it again.  He lets the cat in from outside but does not bother to feed it.  Then he does not want it back outside so the cat sits and hollers till I get mad and let it out.  
I just need my mom to hug me and tell me it will be ok.  She leaves 3000 miles away so that is not going to happen.  I call her 3 times a week now just to make myself feel better.",0,1
37945.8,"Defiantly and we are not even very far along. I went thru some depression, didn't hardly get off the couch for 2-3 months. Part of it was not really understanding what all was going on, then I found this and some other sites and found the info that I was not get from DRs and now feel better. Though I am sure to have more bad spells as he worsens, guess he is stage 3 and still able to do so very much. Even recently seems like his old self stopped yelling at me. 
I don't know how much you can get away and do anything just for you, even if it's going out and sitting on the porch. But take it, you can't care for him if you haven't cared for yourself. And we are here for you with ears and hearts open.",1,1
42166.13,absolutely been through the anywhere any time pull down diapers and pee. I was more upset my dogs took that as permission to forego their outside potty. He's now in a wheelchair and every morning he tries to pee in his coffee cup.,0,1
34461.43,"Ardy, I just reread Experiencing God's Peace  Philippians study by Elizabeth George   and  The Power of a Praying Wife by Stormie O Martin.  I struggled with God through some of the Praying Wife because I have prayed over my husband for years and I don't understand why we still have to go through this disease.....except because God said so.  I still found encouragement in the word.",0,1
40480.4,"My DH goes to Adult Day Care 2 times per week. It is good for him and me. Even though he doesn't remember what he has done or what he had for lunch, he is happy. The problem that I have at home is that he gets bored. At the Day Care they have structured activities that keep them busy. He has done Karaoke, Bingo, Puzzles, and other outdoor activities. He gets to be with other people besides me. It gives me a chance to get things done around the house and maybe go to lunch with a friend. You are definitely doing the right thing.",1,1
30627.9,"Knowing how your SIL rolls - do you think she might let your husband drive MIL to nursing home, then have cancelled the admission and when your husband gets back to the SIL's house with his mom, there is no one to be found?  Then what?  Because at that pont your husband will be stuck with  his mom...again.  Don't let your SIL trick you and your husband into this.  I think you need to make SIL drive her mom to the NH and then you all turn up later - hours later or even the next day.
  Sorry but I have no trust for your SIL.  She is selfish and manipulative and I wouldn't put anything past her.",1,1
6593.4,my father has been talking to the folks on tv too. And pictures or images that have faces on them. Says hello to his reflection and wonders if the guy needs help or something.,0,1
2585.2,"Acoxe3 wrote:
These posts have made me laugh!  Can we have an African American angel?  The fourth angel—that would be me!  Ha, ha!
Faith is very important to me.  As a matter of fact, it is for my mom also, whose anxiety and fear at night can only be alleviated when she feels safe and secure with the God she has believed in since childhood.  It is true, I couldn’t get through this without Him.  Doesn’t mean that I’m perfect (far from it!) that I don’t experience times of extreme sadness and hopelessness, that I’ve always said the right thing at the right time, that I haven’t questioned the love and wisdom of God, or that I haven’t been shaken to the very core. My sister has to regularly listen to my rants! What a patient woman.
But I’ve needed the reminder that the Universe—God, Higher Power,etc—is with me in this.  May I propose another Forum?  “Faith-based Postings”?  What say you?
Of course you can be an angel. I think you already are.  ",1,1
14658.21,"I haven't read through the thread yet, so I'm sorry if I'm repeating anything that anyone else said.
What I've learned with caring for my mother is you should just straight out tell her. The part of their minds that can read between the lines is usually one of the first things this disease robs from our LO.
I would just sit her down and explain she has Alzheimer's, and that means that her brain is slowly dying. She needs to take this certain medication to slow down the progression, but this is a war that she has to fight within herself.
Now I know that's pretty blunt, and you could water it down if it makes you feel more comfortable. But like I said before, at least with my mother, she can't read between the lines and she's really seemed to benefit from me just laying everything out on the table.
Luckily, her and I have been pretty vocal through out, so I feel like she's given me an insight that I wouldn't have otherwise. I really benefit from her insights, and I'm hoping through this, you can benefit as well, and hopefully figure things out!",1,1
12291.6,"I am new to this group...
A very emotionally draining day. 
Does anyone else feel guilty because they secretly cry after witnessing a Parent regress into a childlike realm? Today, My Mother ( who lives with me, I take care of her.) Mind you, this is a labor of love..Today, was the very first time in my entire life that I have ever seen my Mother cry..
More than likely, this must sound rather trivial compared to the reality of caring for a Parent with progressing Dementia..
However, I am basically feeling lost, alone and ridiculous..Does thus make sense?",1,1
41190.7,"Dearest Bicoastal, I am truly sorry for the poignant heartache, but you know what? You honored your marriage in the best way possible AND you made him happy! Big hugs to a very special person who made a very special day actually . . . . . special!
J.",1,0
36341.9,"My dear friend... I will meddle a wee bit.
Certificate of Birth. Certificate of Being and Becoming. Certificate of Death. All good.
It is your odyssey. It is your do. Do what you have to do. With your eyes wide open. And all the courage in your heart.
It is your existential (situational) choice. No one can make the choice for you. You look at yourself in the mirror. You encounter yourself. And you do.
Not everyone has the physical ability. Not everyone has the emotional capability. Not everyone has the economic means. Not everyone has the family support. Not everyone has the home base set-up for in-home professional adv. Alzheimer's care.  Not everyone has a professional therapist for personal guidance and lots of crying.
I had all of the above. And more... I was able to keep my immortal beloved at home until he died... We were in the Alzheimer's journey for 10+ years. He was 68 when he died in my arms. At the moment of death, my arms were like trembling leaves. I knew I was holding Infinity and Eternity in my arms.
My immortal beloved has been dead for over three years. I survived. And... I am still grieving....
Nothing, nothing takes the pain away. My survival trick was, and is, not to mind the pain.
Whether the beloved is at home or in an institution... it does not matter. We all suffer. We all experience the dark night of the soul.
Hugs and kisses,
e",1,1
36970.4,"I agree with Bill, we took many many year to learn to do things and some of you are getting thrown into it under fire and that is just not fair. You make the best decision you can with what you know. Don’t be afraid to ask a trusted recourses because they are invaluable. Even in my good days I used one. ",1,1
39526.58,Present!,0,0
23446.3,"Hi, Since mom is still able to understand at least most of what is going on, try making a big issue about dad's quality of life and how  HIS needs are not being met but would be in a facility that could provide supervision, stimulation, socialization, activities etc.
If you get no where with that, you will have to arrange some type of doctor's visit for dad (will probably need a doctor's assessment for ALF anyway) and then you can ""blame it on the doctor"".
Stephanie",0,1
7223.2,"Not sure if it is a local situation...It would help to know where you are! Are you in New England, or further south?
  Here in SE Va the situation is similar to what you described in your post. Some color change on some trees, but many trees are still quite green with just a tinge of color, and dropping without yet fully changing color. 
  Funny, but for me, fall was more colorful in Southern California, where in my 'hood we had many tree-lined streets with single species of either crepe myrtle, sweet gum, ginkgo....The ginkgos were especially dramatic, retaining all leaves while turning bright gold, then dumping them en masse, creating gorgeous golden carpets of leaves below....",0,1
8204.11,"They are taking the bed rails off?  And this is because?  It appears she is now mobile, since she did attempt to leave the bed.  The bed rails should go back on then correct?
 ",0,1
28926.16,"Welcome to the board, JessieBelle. We're glad you found us.
  For the last 2 years my mother was much like your mom is now. She had all these delusions about me, such as that I stole her house key out of her purse and I come over to steal things from her. Another delightful delusion is that I'm the reincarnation of my deceased father's old girlfriend, and so I am trying to do terrible things to her. She was living alone still and certainly didn't want any help from me. She couldn't understand why I just wouldn't leave her alone.
  Then she broke her hip. What a horrible experience for us both. After surgery, she started having hallucinations (i.e., water falling down the walls; things were falling out of the ceiling so she kept trying to hop out of bed on her broken hip). She wanted me there, but at the same time she hated me. I couldn't calm her down, and the look she gave me when I offered to help made me think she was like a feral animal! They called in the psychiatrist to get her under control.
  Sounds a lot like your mom, doesn't it?
  You've received some great advice so far. I will add a bit more. Your mother gets violent with you, which is a big problem. Always carry a charged cell phone on your person. Set up a safe room where you can go and lock yourself in. Do this right away. Then if your mom tries to hit you again, go right to your safe room and lock the door. Call 911 on your handy cell phone. Tell the operator that your mom is an Alzheimer's patient and that she is threatening to hurt you, and that you need to have your mom taken to the ER for a psych evaluation.
  Once she's at the ER, your mom may turn into Princess Perfect without a clue as to why she is there. Or she may continue to rant and rave. However she acts, do not allow them to discharge your mom to you. Tell them you are unable to keep your mom safe and that she needs to have a psych evaluation. Repeat as often as necessary until your mom gets that psych eval.
  See about getting that POA as soon as you can, before your mom is declared incompenent. You will need that POA very soon. Don't be surprised if she refuses to make you her POA. Maybe your mom will allow you to be her POA, but if not, would one of your brothers be a good alternative? My mother didn't trust me enough (due to her delusions), so my son is her POA, and that works out ok. I make all the decisions, and he signs the paperwork.
  Your mom is so very lucky to have such a caring and concerned daughter. Hang in there, JessieBelle. (((Hugs)))",1,1
6379.2,"Honestly, when you're dealing with dementia there is no ""easy"" or ""perfect."" You just try to do the best you can with the hand of cards you've been dealt.
Try not to beat yourself up over perceived mistakes. What matters is learning from what went wrong and moving forward with the knowledge there are options for handling things differently.
In the last five years we've moved my mom three times, most recently into memory care. It was hard each time. Moving is a lot of work, period. Maybe it would help to view it as a process rather than a one-and-done. With each of Mom's moves, we spent a fair amount of time after the move getting her settled in, organizing her stuff to make her surroundings feel home-like, etc. 
My sincere condolences on the loss of your father. I know from experience it can make the whole process much harder. I could see my mom had cognitive issues but it wasn't until Dad died unexpectedly that I realized how compromised her judgment and problem-solving skills had become. To this day, I've never been able to fully grieve for Dad, because all my emotional energy was immediately focused on Mom's needs and that's how it's been ever since.
You can do this. I'm not saying the road will be easy or that there won't be any pain, but... you can do this.",1,1
5940.11,"Blondie, her doc might be able to give her some medication that would help ""take the edge off"" and make her less angry, aggressive and disagreeable. If she refuses medication, some medications can be crushed and put into some kind of food she likes so she doesn't have to be aware that she is taking it. It's very hard on her to feel so agitated and hard on you dealing with it, so medication might help.",0,1
21713.5,This sounds eerily familiar. I thank God every day for the caregivers we hired in place of our brother. I'm so glad you have a better situation.,1,1
20230.15,"To me it doesn't make sense how the lady runs the place.  I personally could not put up with it.  Of course, your mother's happiness and well-being must be the priority here.  Peace, Veronica",1,1
13097.6,"I have used care.com with great success. I pay half what an agency charges. The first agency we used sent different people all of the time, sent caregivers with no dementia experience even though we were assured they would have it, and many times didn't have anyone at all to send when they were short. On a side note/vent; it's caregivers who's living wage should be increased, not fast food workers.",0,1
6516.4,"Frank-
That's a difficult choice. 

We recently went through cataract surgery with my DH who has no cognitive issues. His surgery wasn't a huge deal, I think he got a little Versed and some numbing drops. But reported that it made him anxious.  A bigger concern, for me would be the care required around the surgery- a month of 3-4 different kinds of drops up to 4 times a day, plus sleeping with a protective patch for a week and wearing safety glasses for a week. TBH, I couldn't imagine the level of cooperation from my dad at stage 5, but YMMV.",0,1
22992.7,"I would echo the comments on mediation and if you go that route, would be very interested in the outcome.  Without a clear POA you will also need to see an elder care attorney.  We live in a metro area; however, I have seen where some attorneys have a social worker on staff to help with situations like this.",0,1
13953.9," I'm so sorry and I do understand what you are going through. It is heartbreaking to watch. My Mom often does not remember my Dad or that they were married for 38 years either, or even who I am time to time. Some days/times are much clearer than others.
Mom also tries to be as independent as she can and nobody is more frustrated than she is regarding her state of mind. She will often say, 'I know that I'm not thinking right. I don't know why I did that.' Some nights she will pace the floor and repeatedly come into my room, waking me up, to ask me if I'm awake. Other times, she will tell me that she is just scared and doesn't know why.
 As the holidays approach, I think it is even more heartbreaking and difficult to not get down and depressed over the situation. I miss chatting with my Mom like we used to do. I so miss hashing things out and getting her wise perspective on situations. When we didn't agree, I totally miss her spunk and holding her own! lol  I am so glad she is still here and for the moments that we do have and as I read Tink4495's  message up above, tears roll, ""Cherish the time you have with and look for joy in each and every day."" I'm sorry Tink.  On the moments that I do get very frustrated, those words are a great reminder. And when I do forget and/or just feel so alone and that nobody could possibly understand  it is great to come to this room and know that we are not alone. As frustrated as I get when I get woke up in the night, I know it is not near the heartbreak that I will have when I wake up someday, and know she is not here. I can't even begin to imagine that as we are together pretty much 24/6 and a half the past 6 months.  I know when she is gone, that I too, will be scared and lonely.",1,1
31911.7,"Does his gall bladder cause him pain? Does the doc think it’s likely to? Can you stave off attacks by diet (I’ve heard conflicting reports on this)? And if so, can you control his diet enough to avoid the triggers?
Those attacks can be very painful, but there’s also big risks in anesthesia for PWDs. Although now, it seems the surgery is very minimally invasive and not like it was a few years ago. I know a couple people who had it in the last few months, said it was nothing, barely left tiny tiny scar. But they don’t have dementia.
Weighing that pain vs. Anesthesia (unless they can use something less risky now) makes for hard, hard decisions. I think I would avoid surgery unless he was having, or about to have, painful attack, but your doc may have other info for you to consider.
Just a side..this makes me think how much so many medical procedures have changed in the last 10 years or. Procedures that used to mean major surgery and days in hospital, are now done outpatient, with virtually no incision (pinhole, keyhole, sound waves etc) and out-patient basis. The way hospitals are now, that’s probably for the best in several ways. Less time there, the better, unless you’re really really sick and unable to function at home.",0,1
35335.1,"My very deepest condolences on the loss of your dear husband. I feel your pain oh so well as I lost my dear husband as well on December 30th. AD attacked his body so badly he could not fight it any longer. I understand your need to leave this site for a while, I did too. I cared for my DH at home, by myself up until the last month of his life. However, when I look back I wish I had ask for help sooner because I am ashamed to say there were times my frustration and exhaustion took over and I simply was not always as kind and caring as I should of been. I regret that now so very much. I haven't read many post lately so I am not familiar with some caregivers claimimg to be ""victimized"" by the LO with dementia they care for. However, I would say to them very loudly, be kind, take a deep  breath and be kind to your love one and to yourself...you will be so very glad you did after this journey has ended.  Take care of yourself now, my prayers are with you,
Vivi",1,1
44815.16,"w/e -
  I second what Shelleybell said-  she is so very good at expressing what we all feel. 
  I did not mean to hurt or belittle anyone and I apologize if my remarks were hurtful.
  in fact, I never treat my husband like a child, it is only in my mind I compare his behavior and temper tantrums to a small child.   Occasionally my irreverent sense of humor leads me to say things that I think are funny but I understand that others may not.  I don't ""make fun of""  him, but try to look at things he does with humor.
  I know as caregivers we all understand the cause and effect of the disease on our LO's behaviors and none of us would ever intentionally say or do anything hurtful.  I feel like we can vent amongst ourselves about behavior patterns and while it might sound callous or unfeeling,  it is not meant to hurt or insult. 
  Please forgive me if I hurt anybody's feelings.
  p.s.  Joan-  my Dan would probably love the chocolate- he has such a sweet tooth these days.  If I can bring myself to share-  ha ha -  I will try that ( if there is any left for him !!  lol ) 
  colleen",1,1
45708.8,"Don't know how I could do this with a broken bone.  Thank goodness you have the family support.  Keep in touch.
Bonnie",1,1
18300.3,What a beautiful writing!  Thank you so much for helping to lift many of our days!,1,0
15000.34,"I am so very sorry. She is free. For you, for your family, the loss is hard. I hope you are able to find comfort and quiet to let the good memories come in.",1,0
21630.124,"The landlord may have torn up his copy of the house lease, but don't you have one?  If so, that should stand up in court.",0,1
29397.2,"Are they attempting to give them anything for agitation/anxiety?
  I wouldn't drive out there to get them or even have a talk with them this late.  You will end up taking them out and be back in the same situation.  There has to be a doctor on call for the NH, the staff should be calling to find out if something can be given, even if they have to give them an injection of something.
  Editing to add:  I just caught up on your other thread--I will tell you this--if for some reason your husband and/or other family members take them out of there, you should not go back to the way things were (you doing all the work).  You will do nothing as far as cooking or cleaning, your husband will have to deal with that or get his family to.  This is their chance to have a clean and safe environment to live in without killing you in the process and they really need to stay there.  That said, I would have a backup plan in case hubby can't deal.  He can be Plan B, not you.",0,1
